"Uniprots"	"Protein"	"Gene"	"SeqCov"	"Peptides"	"Unique"	"Score"	"Q.value"	"6029"	"6057"	"6096"	"6172"	"6174"	"6195"	"6196"	"6051"	"6211"	"6212"	"nlogP"	"HC.means"	"T1D.means"	"Difference"	"Label"	"Entrez"	"Entrez.2"
"Q9HCN8"	"Stromal cell-derived factor 2-like protein 1"	"SDF2L1"	43.9	13	13	85.117	0	55000	45657	51250	38709	67198	79540	74300	56188	43514	56670	0.519219218555865	51562.8	62042.4	0.266923887464109	"Not significant (adj.p > 0.05)"	"23753"	NA
"U3KQA5;U3KQB3;Q9HCP0-2;Q9HCP0;K7ESB6;U3KQN9;Q9Y6M4-5;P78368;Q9Y6M4-3;Q9Y6M4-4;Q9Y6M4;Q9Y6M4-2"	"Casein kinase I isoform gamma-1;Casein kinase I isoform gamma-3;Casein kinase I isoform gamma-2"	"CSNK1G1;CSNK1G2;CSNK1G3"	4.5	2	2	1.8339	0.009761	2264.9	1989.5	1960.7	1755.6	3713.2	1640.6	2761.6	1979.7	1610.8	2719.1	0.152313856382921	2336.78	2142.36	-0.125320986144807	"Not significant (adj.p > 0.05)"	"53944"	"1455"
"Q9HCS7"	"Pre-mRNA-splicing factor SYF1"	"XAB2"	8.5	7	7	14.677	0	12251	8504.3	11793	13939	16209	11631	10074	8997.9	6807.8	12419	0.704873723339346	12539.26	9985.94	-0.328482067065108	"Not significant (adj.p > 0.05)"	"56949"	NA
"Q9HCU0"	"Endosialin"	"CD248"	2.5	2	2	2.089	0.0069013	8976.8	9519.4	10102	10122	11428	7639.4	11312	11690	6010.6	9544.9	0.272842244823668	10029.64	9239.38	-0.118401874050982	"Not significant (adj.p > 0.05)"	"57124"	NA
"Q9HCU5;B5MC98;H7C0W3"	"Prolactin regulatory element-binding protein"	"PREB"	35.5	16	16	36.55	0	48854	47839	48473	35618	64237	37258	46242	39113	27088	43257	0.817357452774969	49004.2	38591.6	-0.344618544537054	"Not significant (adj.p > 0.05)"	"10113"	NA
"Q9HD15"	"Steroid receptor RNA activator 1"	"SRA1"	8.9	2	2	5.8244	0	7546.4	9045.5	11022	3959.9	11473	4890.2	20327	7357.8	29692	10668	0.669111474705223	8609.36	14587	0.7607053052905	"Not significant (adj.p > 0.05)"	"10011"	NA
"Q9HD20-2;Q9HD20"	"Manganese-transporting ATPase 13A1"	"ATP13A1"	16.9	26	26	91.342	0	143560	105970	107360	98799	131380	115260	100170	86840	54420	103160	0.905774092927346	117413.8	91970	-0.352366737209226	"Not significant (adj.p > 0.05)"	"57130"	NA
"Q9HD33-2;Q9HD33;Q9HD33-3"	"39S ribosomal protein L47, mitochondrial"	"MRPL47"	16.5	5	5	10.371	0	31715	29699	27547	28262	38834	45050	14676	22302	5781.4	26491	1.11520915980101	31211.4	22860.08	-0.449242619034346	"Not significant (adj.p > 0.05)"	"57129"	NA
"Q9HD40-3;Q9HD40"	"O-phosphoseryl-tRNA(Sec) selenium transferase"	"SEPSECS"	16.2	6	6	15.602	0	29953	24613	29394	33337	35942	32986	41006	32426	27289	34723	0.257053039956231	30647.8	33686	0.136365611462322	"Not significant (adj.p > 0.05)"	"51091"	NA
"Q9HD45;Q5TB53"	"Transmembrane 9 superfamily member 3"	"TM9SF3"	13.6	15	15	34.496	0	122920	99870	96768	84519	159850	141480	176670	178400	57398	105430	0.175381093875677	112785.4	131875.6	0.225597333879324	"Not significant (adj.p > 0.05)"	"56889"	NA
"Q9HDC9;H0Y512;Q9HDC9-2"	"Adipocyte plasma membrane-associated protein"	"APMAP"	34.6	23	23	62.142	0	100110	83574	80317	95909	88272	79859	108370	121690	58241	97211	0.0145496304739505	89636.4	93074.2	0.0542966026188453	"Not significant (adj.p > 0.05)"	"57136"	NA
"Q9NP58;H7BXK9;Q9NP58-4"	"ATP-binding cassette sub-family B member 6, mitochondrial"	"ABCB6"	6.3	5	5	6.8412	0	1407	1264.5	1479.3	1112.1	1650.7	2875.6	5272.6	2527.9	1083.7	1065.9	1.04891196125229	1382.72	2565.14	0.891528526119514	"Not significant (adj.p > 0.05)"	"10058"	NA
"Q9NP61-2;Q9NP61;H0Y6A0"	"ADP-ribosylation factor GTPase-activating protein 3"	"ARFGAP3"	35.4	28	28	323.31	0	186850	129870	150110	164520	188980	209000	199940	171180	114090	192400	0.144881521576226	164066	177322	0.112095244912186	"Not significant (adj.p > 0.05)"	"26286"	NA
"Q9NP66;H0YKL0"	"High mobility group protein 20A"	"HMG20A"	9.8	3	3	35.867	0	18864	15349	17828	22718	20367	19767	39507	35159	22101	23816	1.40567621287696	19025.2	28070	0.561117443893414	"Not significant (adj.p > 0.05)"	"10363"	NA
"Q9NP72;Q9NP72-2;Q5W0J0;A0A087X163;H0Y6T8;Q9NP72-3"	"Ras-related protein Rab-18"	"RAB18"	57.8	14	13	75.939	0	110730	61558	75917	129030	92368	114520	108200	106610	74273	138190	0.4003194593358	93920.6	108358.6	0.206300128994568	"Not significant (adj.p > 0.05)"	"22931"	NA
"S4R313;Q9NP74;Q9NP74-2;Q9NP74-3"	"Palmdelphin"	"PALMD"	12.5	5	5	33.4	0	43768	35902	45973	40868	49668	40417	36732	29446	17343	38181	1.14968648557476	43235.8	32423.8	-0.415173202463868	"Not significant (adj.p > 0.05)"	"54873"	NA
"Q9NP77;Q9NP77-2"	"RNA polymerase II subunit A C-terminal domain phosphatase SSU72"	"SSU72"	8.2	2	2	1.9253	0.0081453	4650.8	2232.9	3871.9	4305.3	3849.1	3341.2	3131.7	4046.1	1880.5	3799.9	0.374402872031587	3782	3239.88	-0.223208984316964	"Not significant (adj.p > 0.05)"	"29101"	NA
"Q9NPA0;H0YDT8"	"ER membrane protein complex subunit 7"	"EMC7"	15.3	6	6	13.866	0	66098	61306	60428	57474	77420	67059	56024	50795	30242	49273	0.949765318218057	64545.2	50678.6	-0.348933140880514	"Not significant (adj.p > 0.05)"	"56851"	NA
"Q9NPD3;E9PI41"	"Exosome complex component RRP41"	"EXOSC4"	14.3	4	4	4.9868	0.00043802	8964.6	8258.3	9104.8	8418.5	12665	7441.4	14166	13048	10735	10586	0.437241054858225	9482.24	11195.28	0.239590797287931	"Not significant (adj.p > 0.05)"	"54512"	NA
"Q9NPE3"	"H/ACA ribonucleoprotein complex subunit 3"	"NOP10"	68.8	5	5	11.262	0	18017	11663	18536	12048	18479	15108	21239	17394	12202	16533	0.104358956843883	15748.6	16495.2	0.0668226869566854	"Not significant (adj.p > 0.05)"	"55505"	NA
"Q9NPF4"	"Probable tRNA N6-adenosine threonylcarbamoyltransferase"	"OSGEP"	12.2	6	6	11.463	0	24851	22826	26138	17992	30441	15055	20581	18921	17100	22357	1.00049214785853	24449.6	18802.8	-0.378863347233825	"Not significant (adj.p > 0.05)"	"55644"	NA
"Q9NPF5;Q5TG38;Q5TG39;Q5TG40"	"DNA methyltransferase 1-associated protein 1"	"DMAP1"	8.1	3	3	5.9068	0	2959.5	2999.2	3840.7	2213.7	4718.6	2880	2935	2235.1	1110.1	2271.3	1.27585271459337	3346.34	2286.3	-0.549569314562924	"Not significant (adj.p > 0.05)"	"55929"	NA
"Q9NPH2;Q9NPH2-2;Q9NPH2-3"	"Inositol-3-phosphate synthase 1"	"ISYNA1"	16.1	11	11	16.865	0	20235	18944	22529	19805	23264	19978	37063	28496	40680	28244	1.51773409471547	20955.4	30892.2	0.559920556587604	"Not significant (adj.p > 0.05)"	"51477"	NA
"Q9NPI1;Q9NPI1-2"	"Bromodomain-containing protein 7"	"BRD7"	3.2	1	1	3.7478	0.00060277	2666.9	1403.5	2939.5	5117.1	2007.8	4129.7	4012.9	5192.1	1478.4	4879.7	0.696503506553209	2826.96	3938.56	0.478416783960719	"Not significant (adj.p > 0.05)"	"29117"	NA
"Q9NPI6-2;Q9NPI6"	"mRNA-decapping enzyme 1A"	"DCP1A"	5.1	2	2	5.1716	0.00044375	5382.4	3836.9	4458.9	5567.5	4949	3477	3075.6	5386.1	1588.9	4203.4	1.17354972123381	4838.94	3546.2	-0.448417146537948	"Not significant (adj.p > 0.05)"	"55802"	NA
"Q9NPJ3-2;Q9NPJ3"	"Acyl-coenzyme A thioesterase 13;Acyl-coenzyme A thioesterase 13, N-terminally processed"	"ACOT13"	18.8	5	5	22.294	0	14576	11993	9625.4	9402.6	12095	18622	20293	25715	11211	20878	2.05807905548027	11538.4	19343.8	0.745428050347378	"Not significant (adj.p > 0.05)"	"55856"	NA
"Q9NPJ6"	"Mediator of RNA polymerase II transcription subunit 4"	"MED4"	9.3	2	2	4.4558	0.00042373	2165.8	1154.6	1730.6	2523.1	1392.8	1679.5	2405.3	2725.8	1437.1	2119.6	0.378165578005742	1793.38	2073.46	0.209359002045394	"Not significant (adj.p > 0.05)"	"29079"	NA
"Q9NPQ8-4;Q9NPQ8;Q9NPQ8-2;Q9NPQ8-3"	"Synembryn-A"	"RIC8A"	17	9	9	20.628	0	37602	21763	25322	31775	32426	36955	32934	36681	20354	37677	0.206913571374809	29777.6	32920.2	0.144745619589689	"Not significant (adj.p > 0.05)"	"60626"	NA
"Q9NPY3"	"Complement component C1q receptor"	"CD93"	3.1	1	1	4.9911	0.00043812	12769	11045	10264	10853	14499	13886	18646	15848	12438	13505	0.83718758618168	11886	14864.6	0.322617355402948	"Not significant (adj.p > 0.05)"	"22918"	NA
"Q9NQ29-2;Q9NQ29-3;Q9NQ29;A8MYV2;B8ZZ10"	"Putative RNA-binding protein Luc7-like 1"	"LUC7L"	22.2	11	3	25.824	0	6484.5	6058	8145.2	5923.5	8165.9	8332.2	14630	13799	8713.2	11737	2.18649206899782	6955.42	11442.28	0.718165014577482	"Not significant (adj.p > 0.05)"	"55692"	NA
"Q9NQ50"	"39S ribosomal protein L40, mitochondrial"	"MRPL40"	24.3	4	4	5.1223	0.00044209	18373	8920.6	19144	13565	18966	23773	14390	12754	7144.5	12945	0.258481406538521	15793.72	14201.3	-0.153328017389529	"Not significant (adj.p > 0.05)"	"64976"	NA
"Q9NQ66-2;Q9NQ66;H0YCJ2;A0A087WW73;A0A087WT80"	"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-1;Phosphoinositide phospholipase C"	"PLCB1"	10.3	13	13	57.761	0	35707	29195	35417	34406	49652	28132	35486	36808	18988	34596	0.562870241857772	36875.4	30802	-0.259634669475425	"Not significant (adj.p > 0.05)"	"23236"	NA
"Q9NQ88"	"Fructose-2,6-bisphosphatase TIGAR"	"TIGAR"	5.9	1	1	2.9304	0.0016832	3465.6	2805.4	2684.1	3890.3	2727.8	4752.1	2760.1	2913.9	1059.1	2972.9	0.311195306672821	3114.64	2891.62	-0.107187447507464	"Not significant (adj.p > 0.05)"	"57103"	NA
"Q9NQA3"	"WAS protein family homolog 6"	"WASH6P"	9.6	3	1	57.041	0	7210	2971.8	7111.3	5813.1	7490.6	4634.9	6564.7	8070.4	4358.7	9289.6	0.138878455431003	6119.36	6583.66	0.105509057613983	"Not significant (adj.p > 0.05)"	"653440"	NA
"Q9NQE9"	"Histidine triad nucleotide-binding protein 3"	"HINT3"	7.7	2	2	3.7457	0.00060253	15624	13463	12312	11375	15116	15775	20604	25084	11141	16847	0.808003036268434	13578	17890.2	0.397898525369072	"Not significant (adj.p > 0.05)"	"135114"	NA
"Q9NQG1"	"Protein MANBAL"	"MANBAL"	14.1	1	1	3.7371	0.00060193	3349	2942.9	3350	1520.5	5088	2529.1	3523.2	2555.3	2009.3	2470.7	0.351531899285045	3250.08	2617.52	-0.312274669625557	"Not significant (adj.p > 0.05)"	"63905"	NA
"Q9NQG5;E9PIQ9"	"Regulation of nuclear pre-mRNA domain-containing protein 1B"	"RPRD1B"	21.5	12	11	126.29	0	105230	63773	73512	127310	74243	110620	109710	183590	55345	153100	0.680656142101109	88813.6	122473	0.463611214351243	"Not significant (adj.p > 0.05)"	"58490"	NA
"Q9NQP4;E9PQY2"	"Prefoldin subunit 4"	"PFDN4"	36.6	7	7	23.698	0	1510.5	1100.8	1258.4	2367.8	1990.2	1403	2144	2059.8	1139.9	1500.8	0.0220246436846314	1645.54	1649.5	0.0034676817959477	"Not significant (adj.p > 0.05)"	"5203"	NA
"Q9NQR4;H7C579"	"Omega-amidase NIT2"	"NIT2"	47.5	16	16	143.57	0	138860	115810	122240	118100	121320	125990	148970	155070	82028	134980	0.0497316814588854	123266	129407.6	0.0701474266596907	"Not significant (adj.p > 0.05)"	"56954"	NA
"Q9NQS1"	"Cell death regulator Aven"	"AVEN"	4.7	1	1	3.5397	0.00079208	14729	11362	10176	17059	11957	11245	10777	10107	7361.6	12820	0.725660543452041	13056.6	10462.12	-0.319604038357861	"Not significant (adj.p > 0.05)"	"57099"	NA
"Q9NQT8;E7ERX9"	"Kinesin-like protein KIF13B"	"KIF13B"	11.2	18	17	115.79	0	52845	46384	54642	50635	56486	40770	61485	61798	40003	64774	0.0156714255995639	52198.4	53766	0.0426885586238685	"Not significant (adj.p > 0.05)"	"23303"	NA
"Q9NQW7-3;Q5T6H7;Q9NQW7;Q9NQW7-4;Q9NQW7-2"	"Xaa-Pro aminopeptidase 1"	"XPNPEP1"	33.6	39	39	205.86	0	259890	151510	170640	249810	242250	254010	191310	222300	75907	218560	0.315665104272097	214820	192417.4	-0.158889050588117	"Not significant (adj.p > 0.05)"	"7511"	NA
"Q9NQX4"	"Unconventional myosin-Vc"	"MYO5C"	17.4	34	31	118.85	0	90451	68689	79658	89648	99357	121500	112960	104710	59841	109270	0.414388233718129	85560.6	101656.2	0.248679703015232	"Not significant (adj.p > 0.05)"	"55930"	NA
"Q9NQZ2"	"Something about silencing protein 10"	"UTP3"	7.7	3	3	16.062	0	12664	9804.9	10926	8857.5	12174	11974	16490	9983.9	12013	14254	0.530053266227877	10885.28	12942.98	0.249791304429881	"Not significant (adj.p > 0.05)"	"57050"	NA
"Q9NQZ7"	"Ectonucleoside triphosphate diphosphohydrolase 7"	"ENTPD7"	3	1	1	3.1547	0.00076467	10477	5300	6965.3	14454	6344.5	14473	8397.6	11952	4026.8	10681	0.169913351343066	8708.16	9906.08	0.185946356775702	"Not significant (adj.p > 0.05)"	"57089"	NA
"Q9NR09"	"Baculoviral IAP repeat-containing protein 6"	"BIRC6"	1.7	8	8	16.396	0	17121	17827	17881	14255	25343	13260	18720	17905	10860	17947	0.468325094253195	18485.4	15738.4	-0.232097381123996	"Not significant (adj.p > 0.05)"	"57448"	NA
"Q9NR12;Q9NR12-2"	"PDZ and LIM domain protein 7"	"PDLIM7"	17.5	7	7	20.562	0	35915	36730	30918	24861	37846	32973	46101	41916	17037	57582	0.17123456031588	33254	39121.8	0.234444862963389	"Not significant (adj.p > 0.05)"	"9260"	NA
"Q9NR30;Q9NR30-2"	"Nucleolar RNA helicase 2"	"DDX21"	22.1	19	15	75.975	0	92126	78426	82790	76509	108480	72109	105310	83225	60236	96624	0.135701799885138	87666.2	83500.8	-0.0702306941694657	"Not significant (adj.p > 0.05)"	"9188"	NA
"Q9NR31;Q9NR31-2;H0Y5E8"	"GTP-binding protein SAR1a"	"SAR1A"	51.5	15	10	188.55	0	76924	42866	47756	98239	49083	94445	97786	130750	33016	113940	0.808727826181118	62973.6	93987.4	0.577720217315634	"Not significant (adj.p > 0.05)"	"56681"	NA
"Q9NR45"	"Sialic acid synthase"	"NANS"	38.2	32	32	256.14	0	229880	149350	170100	178360	197540	251960	256970	267090	115760	185060	0.262277303773424	185046	215368	0.21891995568293	"Not significant (adj.p > 0.05)"	"54187"	NA
"Q9NR50;Q9NR50-3;Q9NR50-2"	"Translation initiation factor eIF-2B subunit gamma"	"EIF2B3"	31	20	20	67.052	0	89354	66512	77940	88428	98491	66712	73546	67911	45538	69713	1.07857785780842	84145	64684	-0.379468650852561	"Not significant (adj.p > 0.05)"	"8891"	NA
"Q9NR80-3;Q9NR80-4;Q9NR80"	"Rho guanine nucleotide exchange factor 4"	"ARHGEF4"	1.5	1	1	2.1259	0.0060891	1810.7	1689.5	1458.1	2261.4	1690.7	1681.6	1360.5	1394.3	434.44	1407.4	1.23792826007722	1782.08	1255.648	-0.505130017474923	"Not significant (adj.p > 0.05)"	"50649"	NA
"Q9NRD1"	"F-box only protein 6"	"FBXO6"	11.6	5	5	11.035	0	10726	5475.7	7013.4	13218	7218.3	12813	10443	12424	5521.6	12730	0.505202464444025	8730.28	10786.32	0.305102910098791	"Not significant (adj.p > 0.05)"	"26270"	NA
"Q9NRD5;F6V107;Q9NRD5-2"	"PRKCA-binding protein"	"PICK1"	8.2	4	4	6.2405	0	13983	13214	13047	12005	16329	10784	15403	15349	12420	13635	0.036837028225656	13715.6	13518.2	-0.0209146713771203	"Not significant (adj.p > 0.05)"	"9463"	NA
"Q9NRF8"	"CTP synthase 2"	"CTPS2"	8.5	7	5	10.118	0	20814	20006	25777	19195	25782	14620	16637	14837	14047	19297	1.5909011281127	22314.8	15887.6	-0.490099670366057	"Not significant (adj.p > 0.05)"	"56474"	NA
"Q9NRF9"	"DNA polymerase epsilon subunit 3"	"POLE3"	11.6	2	2	5.668	0	9920.9	4924.1	7296.4	12603	6131.8	10851	8327.2	11184	4863.6	12172	0.299713512719272	8175.24	9479.56	0.213559012701385	"Not significant (adj.p > 0.05)"	"54107"	NA
"Q9NRN5;B4DNG0;Q9NRN5-2"	"Olfactomedin-like protein 3"	"OLFML3"	35.7	18	18	119.47	0	60429	65727	110640	62381	97557	61874	91893	83911	35672	60621	0.447803641734442	79346.8	66794.2	-0.248449208048705	"Not significant (adj.p > 0.05)"	"56944"	NA
"Q9NRN7;E9PLW6"	"L-aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase"	"AASDHPPT"	12.3	5	5	18.957	0	20403	10721	12494	21145	15769	21185	26698	22926	14864	26582	1.22818963036787	16106.4	22451	0.479145638055948	"Not significant (adj.p > 0.05)"	"60496"	NA
"Q9NRR5"	"Ubiquilin-4"	"UBQLN4"	17.8	11	6	68.089	0	36899	30057	29925	34103	41867	34802	28531	39953	14677	30749	0.503307312410747	34570.2	29742.4	-0.217007882781221	"Not significant (adj.p > 0.05)"	"56893"	NA
"Q9NRV9;F5GWX2"	"Heme-binding protein 1"	"HEBP1"	67.2	16	16	111.33	0	129810	86691	91210	170800	125050	157670	181250	158060	66386	126760	0.202582458613078	120712.2	138025.2	0.193360199528712	"Not significant (adj.p > 0.05)"	"50865"	NA
"Q9NRW7;A0A087WU65;Q5T4Q0"	"Vacuolar protein sorting-associated protein 45"	"VPS45"	7.5	4	1	8.9437	0	1929.6	1621	1627.5	1432.4	2499.5	1940.5	1851.3	1073.7	1131.9	1424.3	0.651839074284101	1822	1484.34	-0.295701368440505	"Not significant (adj.p > 0.05)"	"11311"	NA
"Q9NRX4;Q9NRX4-2"	"14 kDa phosphohistidine phosphatase"	"PHPT1"	72	11	11	25.225	0	91774	57844	72494	78037	72953	126870	169430	167210	47914	88810	1.09123906908997	74620.4	120046.8	0.685954948407792	"Not significant (adj.p > 0.05)"	"29085"	NA
"Q9NRX5"	"Serine incorporator 1"	"SERINC1"	6.2	2	2	15.238	0	9801.2	5540.2	6811.8	10953	9064.1	8008.9	8435.3	8466.5	4032.8	9333.8	0.20777035309956	8434.06	7655.46	-0.13973821625476	"Not significant (adj.p > 0.05)"	"57515"	NA
"Q9NRZ7-2;Q9NRZ7;Q9NRZ7-3"	"1-acyl-sn-glycerol-3-phosphate acyltransferase gamma"	"AGPAT3"	17.2	6	6	11.62	0	50558	44240	37393	33694	53327	37047	36184	48060	16458	39610	0.688461704821725	43842.4	35471.8	-0.305654234772415	"Not significant (adj.p > 0.05)"	"56894"	NA
"Q9NS56-2;Q9NS56"	"E3 ubiquitin-protein ligase Topors"	"TOPORS"	1.2	1	1	2.7071	0.002381	3387	2605.6	3478.8	2206.2	6024.3	1961.7	2642.1	1475.6	1525.4	1640.6	2.37310737523725	3540.38	1849.08	-0.937096573621032	"Not significant (adj.p > 0.05)"	"10210"	NA
"Q9NS69"	"Mitochondrial import receptor subunit TOM22 homolog"	"TOMM22"	59.9	7	7	28.474	0	55205	61207	70551	43643	101730	36674	65650	49530	43749	44261	1.03430288717311	66467.2	47972.8	-0.470425933221355	"Not significant (adj.p > 0.05)"	"56993"	NA
"Q9NS86"	"LanC-like protein 2"	"LANCL2"	11.8	6	6	31.892	0	29636	15914	20355	40564	22089	38978	40569	44262	17145	45443	1.03430288717311	25711.6	37279.4	0.535959250431363	"Not significant (adj.p > 0.05)"	"55915"	NA
"Q9NSD9;Q9NSD9-2"	"Phenylalanine--tRNA ligase beta subunit"	"FARSB"	36.3	37	37	159.97	0	231780	169490	163580	222010	184460	238410	167750	232550	76682	205670	0.217896023889559	194264	184212.4	-0.0766483952108637	"Not significant (adj.p > 0.05)"	"10056"	NA
"Q9NSE4"	"Isoleucine--tRNA ligase, mitochondrial"	"IARS2"	31	34	34	98.192	0	253120	152130	180570	230780	202090	227450	247850	271200	125030	231710	0.120183517400717	203738	220648	0.115031582181903	"Not significant (adj.p > 0.05)"	"55699"	NA
"Q9NSK0;Q9NSK0-3;Q9NSK0-5"	"Kinesin light chain 4"	"KLC4"	17.6	10	9	18.613	0	29349	27137	30030	19839	35753	27026	33990	26903	25766	27563	0.0121742308571698	28421.6	28249.6	-0.00875733384734722	"Not significant (adj.p > 0.05)"	"89953"	NA
"Q9NT62-2;Q9NT62"	"Ubiquitin-like-conjugating enzyme ATG3"	"ATG3"	19.6	8	8	18.615	0	15889	14405	15931	17649	18001	17730	12815	12838	8333.1	14782	0.799233510045525	16375	13299.62	-0.3001098813708	"Not significant (adj.p > 0.05)"	"64422"	NA
"Q9NTG7;E9PK80;E9PM75;E9PN58;Q9NTG7-2"	"NAD-dependent protein deacetylase sirtuin-3, mitochondrial"	"SIRT3"	13.5	5	5	13.112	0	22229	11335	14181	16722	16972	16626	15228	16605	7742.5	15119	0.332442702905329	16287.8	14264.1	-0.191403029317235	"Not significant (adj.p > 0.05)"	"23410"	NA
"Q9NTI5-2;Q9NTI5"	"Sister chromatid cohesion protein PDS5 homolog B"	"PDS5B"	10	18	15	79.353	0	56127	45774	61702	46522	63674	40415	47201	50294	23445	53098	0.899281130235054	54759.8	42890.6	-0.352455679339911	"Not significant (adj.p > 0.05)"	"23047"	NA
"Q9NTJ4-3;Q9NTJ4-2;Q9NTJ4;Q9NTJ4-4;H3BMJ3;H3BRI3;H3BUW3;H3BQH9;B4DH23"	"Alpha-mannosidase 2C1"	"MAN2C1"	4.3	4	4	6.1109	0	6123.1	6901.5	6474.2	4328.5	7702.6	6375.6	8575.5	8331.9	5306.5	6790.1	0.298813922705663	6305.98	7075.92	0.166197142694641	"Not significant (adj.p > 0.05)"	"4123"	NA
"Q9NTJ5;E9PGZ4;Q9NTJ5-2"	"Phosphatidylinositide phosphatase SAC1"	"SACM1L"	29.1	20	3	79.563	0	88201	66064	69911	67608	74464	93346	109030	106380	42950	91993	0.346013197743607	73249.6	88739.8	0.276760420329152	"Not significant (adj.p > 0.05)"	"22908"	NA
"Q9NTX5-6;Q9NTX5-2;Q9NTX5;H0Y5L2;Q9NTX5-3"	"Ethylmalonyl-CoA decarboxylase"	"ECHDC1"	35.2	14	7	122.34	0	76150	57856	64158	61146	59295	86337	84816	119510	46393	79933	0.697204755369431	63721	83397.8	0.388240418613592	"Not significant (adj.p > 0.05)"	"55862"	NA
"Q9NTZ6"	"RNA-binding protein 12"	"RBM12"	7.5	8	8	13.272	0	20873	16311	21091	16207	21198	21831	29708	33701	13915	26524	0.704873723339346	19136	25135.8	0.393454311936476	"Not significant (adj.p > 0.05)"	"10137"	NA
"Q9NU19"	"TBC1 domain family member 22B"	"TBC1D22B"	7.5	3	1	6.7841	0	6801.5	5358.7	6090.9	6077.1	7080.3	5134.5	4987.7	4414.7	2145.4	5976.5	1.31885149666905	6281.7	4531.76	-0.471083586041491	"Not significant (adj.p > 0.05)"	"55633"	NA
"Q9NU22"	"Midasin"	"MDN1"	0.8	3	3	7.2718	0	6697	6382.5	6991.7	8971.9	7816.1	9261.5	20891	21593	8155.9	10766	2.05807905548027	7371.84	14133.48	0.93902007149549	"Not significant (adj.p > 0.05)"	"23195"	NA
"Q9NUB1;Q9NUB1-2;Q9NUB1-3;Q9NUB1-4"	"Acetyl-coenzyme A synthetase 2-like, mitochondrial"	"ACSS1"	24.5	20	20	50.477	0	78938	56513	61530	62156	96267	51026	57140	62488	34646	63352	1.0029645506965	71080.8	53730.4	-0.403721340361657	"Not significant (adj.p > 0.05)"	"84532"	NA
"Q9NUJ1"	"Mycophenolic acid acyl-glucuronide esterase, mitochondrial"	"ABHD10"	35.9	20	4	96.891	0	124950	75989	112980	149190	127990	214220	172580	215980	77933	129410	0.704051114747732	118219.8	162024.6	0.454741187387664	"Not significant (adj.p > 0.05)"	"55347"	NA
"Q9NUL5-2;Q9NUL5-4;Q9NUL5"	"UPF0515 protein C19orf66"	"C19orf66"	12.5	3	2	4.8385	0.00043384	1655.3	2040	2176.9	1311.4	3267.6	1591.4	3824	3228.5	2488.7	2762.9	0.805611876205112	2090.24	2779.1	0.410949146658803	"Not significant (adj.p > 0.05)"	"55337"	NA
"Q9NUL7"	"Probable ATP-dependent RNA helicase DDX28"	"DDX28"	5.9	3	3	3.1342	0.00095365	5469.4	4092.6	4827.1	3866.9	5925.5	4193.3	4125.5	3931.1	2589.8	4781.4	0.701771024890101	4836.3	3924.22	-0.301497814689273	"Not significant (adj.p > 0.05)"	"55794"	NA
"Q9NUN5-4;Q9NUN5-2;Q9NUN5-3;Q9NUN5"	"Probable lysosomal cobalamin transporter"	"LMBRD1"	6.9	1	1	21.079	0	4610.2	4102.4	4528.1	4958.5	6601.8	5233.6	2736.1	2584	1021.3	4853.5	1.43985260899638	4960.2	3285.7	-0.59419753122783	"Not significant (adj.p > 0.05)"	"55788"	NA
"Q9NUP1"	"Biogenesis of lysosome-related organelles complex 1 subunit 4"	"BLOC1S4"	17.5	3	3	7.6935	0	9034.5	7175.1	6889.1	9076.6	9221.8	4234.8	6310.7	6983.2	3731.5	7952.5	1.4706488822287	8279.42	5842.54	-0.502933999617778	"Not significant (adj.p > 0.05)"	"55330"	NA
"Q9NUQ2;H0YC22"	"1-acyl-sn-glycerol-3-phosphate acyltransferase epsilon"	"AGPAT5"	9.6	3	3	4.6471	0.00042845	9456.7	5367	5737.2	10253	6055.4	9076.3	6999.5	9284.3	3292.8	10888	0.0422040908798785	7373.86	7908.18	0.100925683267588	"Not significant (adj.p > 0.05)"	"55326"	NA
"Q9NUQ3-2;Q9NUQ3"	"Gamma-taxilin"	"TXLNG"	5.1	2	2	3.7123	0.0008008	2313.9	2205.1	2835.9	1064.5	1688.5	1157.8	6310.3	5011.7	11273	5960.6	2.05241486398872	2021.58	5942.68	1.55563040062472	"Not significant (adj.p > 0.05)"	"55787"	NA
"Q9NUQ6-2;Q9NUQ6;Q9NUQ6-4;Q9NUQ6-3;C9JW67;F8W6C2;A0A0A0MSG5;B8ZZZ7;F8VZ02;C9JGM8"	"SPATS2-like protein"	"SPATS2L"	15.1	6	6	117.46	0	23435	23525	22083	23625	28238	20098	23489	26066	12979	22546	0.481465077251376	24181.2	21035.6	-0.201052871786582	"Not significant (adj.p > 0.05)"	"26010"	NA
"Q9NUQ8;Q9NUQ8-2"	"ATP-binding cassette sub-family F member 3"	"ABCF3"	12.1	9	9	35.05	0	69393	38026	62129	77717	55104	68101	51195	54729	32129	60849	0.283195119102625	60473.8	53400.6	-0.179454284774494	"Not significant (adj.p > 0.05)"	"55324"	NA
"Q9NUQ9;E5RI16;E5RJE1;E5RIR8;E5RJL8"	"Protein FAM49B"	"FAM49B"	22.5	7	6	19.614	0	31757	29168	30042	24370	31348	27342	53538	61529	28843	33824	0.914733878284585	29337	41015.2	0.483437314768646	"Not significant (adj.p > 0.05)"	"51571"	NA
